,popularity,vote_average,budget_adj,revenue_adj,net_profit
59,2.550747,5.0,64399971.6640124,16332697.613613,-48067274.0503994
60,2.487849,7.1,27599987.8560053,77303716.7063646,49703728.850359306
61,2.487042,4.4,110399952.34402,154539320.322699,44139367.978679016
62,2.46449,5.8,3219998.58320062,37190013.0363942,33970014.45319358
63,2.404473,6.9,59799973.6880115,216812826.082356,157012852.3943445
64,2.395366,6.7,46091979.7195289,141645863.63582,95553883.9162911
65,2.354654,5.5,32199985.8320062,75759810.1856835,43559824.3536773
66,2.345821,6.4,91999959.5200178,86315059.3813738,-5684900.13864401
67,2.331636,5.4,18399991.9040035,0.0,-18399991.9040035
68,2.331567,7.3,32199985.8320062,126900665.803707,94700679.9717008
69,2.31767,6.1,32199985.8320062,129532072.565888,97332086.7338818
70,2.29573,7.2,11959994.7376023,30220316.9030605,18260322.165458202
71,2.28135,6.7,22999989.8800044,39535137.0845396,16535147.204535201
72,2.272044,5.5,0.0,42223.3814217121,42223.3814217121
73,2.234573,5.9,137999939.280026,118117202.42843,-19882736.851595983
74,2.165433,5.1,0.0,0.0,0.0
75,2.141506,7.7,0.0,0.0,0.0
76,2.140199,6.4,91079959.9248176,226534364.284879,135454404.3600614
77,2.121884,6.9,32199985.8320062,44733666.5571867,12533680.7251805
78,2.096273,6.1,22999989.8800044,48204295.1101101,25204305.230105698
79,2.080935,4.8,2299998.98800044,4796917.44935632,2496918.4613558804
80,2.070708,7.3,31279986.236806,57972193.012235,26692206.775429
81,2.060162,6.8,73599967.6160142,428888671.768984,355288704.15296984
82,2.055572,5.3,15639993.118403,22079990.2848042,6439997.166401198
83,2.049886,6.8,32199985.8320062,56287361.8735607,24087376.041554496
84,2.026651,5.9,10119995.5472019,1714249.04573042,-8405746.50147148
85,2.000338,6.1,28519987.4512055,96033410.7052992,67513423.2540937
86,1.984529,5.0,32199985.8320062,87802915.846717,55602930.0147108
87,1.980039,5.1,3679998.38080071,172142.964257095,-3507855.416543615
88,1.959765,5.6,0.0,1839999.19040035,1839999.19040035
89,1.95632,5.9,45999979.7600089,3058382.2543118,-42941597.5056971
90,1.926739,6.6,4599997.97600089,54260336.8854517,49660338.90945081
91,1.904898,5.7,45999979.7600089,221131463.342156,175131483.5821471
92,1.876037,5.4,0.0,0.0,0.0
93,1.872696,4.1,9199995.95200178,0.0,-9199995.95200178
94,1.865007,7.5,58879974.0928114,89765510.5031753,30885536.410363905
95,1.841779,5.7,0.0,215055014.135793,215055014.135793
96,1.82313,6.9,10975595.1707381,16872792.5759712,5897197.405233102
97,1.758618,6.8,7819996.55920151,40046325.6596167,32226329.100415193
98,1.742286,5.5,9199995.95200178,48651435.1533685,39451439.20136672
99,1.73518,5.3,27599987.8560053,98989419.0846556,71389431.2286503
100,1.72471199999999,7.0,0.0,0.0,0.0
101,1.661789,5.4,0.0,0.0,0.0
102,1.65107799999999,3.9,3679998.38080071,46150034.4539848,42470036.07318409
103,1.646664,5.6,0.0,0.0,0.0
104,1.532997,6.2,27599987.8560053,45322311.7381828,17722323.8821775
105,1.510096,6.5,21159990.689604,73415857.2970227,52255866.6074187
106,1.499614,6.2,13799993.9280026,13671898.7043645,-128095.22363810055
107,1.495112,5.9,4599997.97600089,90574017.1874324,85974019.2114315
108,1.48324599999999,6.3,48759978.5456094,91793583.3708233,43033604.825213894
109,1.449072,5.4,8187996.39728158,46125.0997049561,-8141871.297576624
110,1.448002,5.9,13799993.9280026,56624785.5250943,42824791.597091705
111,1.443406,5.7,18399991.9040035,191900.875563614,-18208091.028439887
112,1.41239,6.7,4599997.97600089,50065340.2112503,45465342.23524941
113,1.40805,7.3,643999.716640124,16547831.2389542,15903831.522314075
114,1.388251,5.9,25759988.6656049,25951426.7813722,191438.11576730013
115,1.388032,7.3,10119995.5472019,56690166.2163268,46570170.6691249
116,1.38032,4.5,0.0,0.0,0.0
117,1.376605,5.9,27599987.8560053,96610126.2515444,69010138.3955391
118,1.360926,6.3,11039995.1424021,29668368.6659177,18628373.523515597
119,1.360827,5.8,0.0,4774472.21923222,4774472.21923222
120,1.355822,5.3,22999989.8800044,66819266.9995225,43819277.1195181
121,1.345982,6.4,50599977.7360098,68705406.0096213,18105428.27361151
122,1.342839,5.1,0.0,0.0,0.0
123,1.338481,6.3,13615994.0089626,112619962.887216,99003968.8782534
124,1.338322,5.0,9199995.95200178,71851557.1453148,62651561.19331302
125,1.329702,6.6,0.0,210766.387262789,210766.387262789
126,1.316239,7.2,13799993.9280026,7576804.78620589,-6223189.14179671
127,1.315266,6.2,17939992.1064034,29614535.8096042,11674543.703200802
128,1.29314,6.4,0.0,2300395.50782597,2300395.50782597
129,1.291013,5.7,68079970.0448131,286666383.306791,218586413.2619779
130,1.284541,6.0,0.0,4342117.4894683,4342117.4894683
131,1.278928,7.0,18399991.9040035,40449856.802063,22049864.898059502
132,1.25358,6.9,0.0,54923975.8334506,54923975.8334506
133,1.251681,6.3,10119995.5472019,0.0,-10119995.5472019
134,1.245224,6.3,0.0,1566237.67085542,1566237.67085542
135,1.225325,5.6,36799983.8080071,9811564.7629115,-26988419.0450956
136,1.191138,5.6,919999.595200178,57851497.3453411,56931497.75014092
137,1.178831,5.5,32199985.8320062,47545763.9998638,15345778.167857602
138,1.164724,6.3,9199995.95200178,95959500.6978197,86759504.74581791
139,1.161812,5.5,0.0,109004.312038102,109004.312038102
140,1.144808,4.5,0.0,0.0,0.0
141,1.142518,5.9,5519997.57120106,38076655.2862716,32556657.715070542
142,1.138395,5.5,36799983.8080071,31489100.3047958,-5310883.503211297
143,1.128081,7.5,0.0,0.0,0.0
144,1.125239,6.7,7359996.76160142,3458541.59824169,-3901455.16335973
145,1.073349,6.3,1655999.27136032,0.0,-1655999.27136032
146,1.065888,5.2,0.0,16257405.7667414,16257405.7667414
147,1.063055,6.6,0.0,0.0,0.0
148,1.046518,7.1,0.0,10554653.0359526,10554653.0359526
149,1.041922,5.8,18399991.9040035,0.0,-18399991.9040035
150,1.03839,6.8,1839999.19040035,1358841.24210985,-481157.94829049986
151,1.036825,5.3,0.0,0.0,0.0
152,1.02762,6.0,0.0,0.0,0.0
153,1.021441,6.3,0.0,3352102.24507501,3352102.24507501
154,1.008474,5.7,11039995.1424021,0.0,-11039995.1424021
155,1.007054,6.1,10119995.5472019,25199786.192094,15079790.644892098
156,0.973316,6.0,13799993.9280026,0.0,-13799993.9280026
157,0.956096,5.5,16559992.7136032,38019285.0315145,21459292.317911305
158,0.953647,7.2,0.0,0.0,0.0
159,0.953046,7.7,579617.224968421,0.0,-579617.224968421
160,0.950793,5.6,11039995.1424021,55451294.7614303,44411299.6190282
161,0.938432,5.8,0.0,1781601.29609542,1781601.29609542
162,0.93762,5.9,9199995.95200178,6980483.12858742,-2219512.82341436
163,0.927339,5.9,36799983.8080071,97990493.6441828,61190509.8361757
164,0.91704,5.8,0.0,0.0,0.0
165,0.913085,4.8,55199975.7120106,0.0,-55199975.7120106
166,0.90686,5.1,0.0,0.0,0.0
167,0.906036,5.8,22999989.8800044,22910495.0793821,-89494.80062229931
168,0.898295999999999,7.1,12879994.3328024,14722219.9222232,1842225.5894207992
169,0.894477,6.0,0.0,0.0,0.0
170,0.880937999999999,6.2,5519997.57120106,10232318.2977799,4712320.726578839
171,0.880268,5.5,0.0,5588.99754084108,5588.99754084108
172,0.874641,6.4,0.0,12137055.0996957,12137055.0996957
173,0.872149,4.2,0.0,15432.9932094829,15432.9932094829
174,0.861179,5.2,0.0,0.0,0.0
175,0.848748,6.7,0.0,0.0,0.0
176,0.843174,6.6,0.0,0.0,0.0
177,0.842202,6.9,0.0,27811566.6029106,27811566.6029106
178,0.836940999999999,7.3,0.0,2762652.06443309,2762652.06443309
179,0.832487,6.4,9199995.95200178,79099969.9160132,69899973.96401142
180,0.829111,7.1,18399991.9040035,5906690.88105601,-12493301.02294749
181,0.821443,6.4,0.0,0.0,0.0
182,0.820691,7.7,0.0,1827684.9958186,1827684.9958186
183,0.814206,5.2,34039985.0224065,24150007.7739965,-9889977.248410005
184,0.813893,3.6,23919989.4752046,0.0,-23919989.4752046
185,0.810667,5.3,0.0,0.0,0.0
186,0.795762,5.7,25759988.6656049,6442077.28548599,-19317911.38011891
187,0.792471,5.1,0.0,0.0,0.0
188,0.787968999999999,6.4,0.0,213197.946192903,213197.946192903
189,0.781809,4.5,0.0,0.0,0.0
190,0.773909,5.6,0.0,0.0,0.0
191,0.77107,5.5,0.0,123787.785533374,123787.785533374
192,0.768138,4.3,0.0,0.0,0.0
193,0.758133,6.2,0.0,2956985.41892641,2956985.41892641
194,0.747541,5.6,10119995.5472019,0.0,-10119995.5472019
195,0.738404,7.5,0.0,7740089.0743608,7740089.0743608
196,0.7299,5.3,0.0,0.0,0.0
197,0.719407,4.9,0.0,0.0,0.0
198,0.714131,5.5,0.0,0.0,0.0
199,0.707355,4.9,0.0,0.0,0.0
200,0.706023,7.1,6439997.16640124,527467.967914094,-5912529.198487146
201,0.701369999999999,6.5,0.0,0.0,0.0
202,0.699932,4.7,2759998.78560053,639647.198555232,-2120351.587045298
203,0.69957,6.4,8831996.11392171,2338228.65117939,-6493767.462742319
204,0.696184,5.0,0.0,0.0,0.0
205,0.690479,6.6,9199995.95200178,9968887.45368952,768891.501687739
206,0.689578999999999,5.1,13799993.9280026,2779009.65723575,-11020984.27076685
207,0.689571,7.0,2060799.09324839,0.0,-2060799.09324839
208,0.673792,6.6,919999.595200178,13289393.2326669,12369393.637466723
209,0.669351,4.5,11959994.7376023,1641981.23752825,-10318013.50007405
210,0.661471,6.8,7359996.76160142,1298972.2684522,-6061024.49314922
211,0.661163,5.0,12879994.3328024,11329473.9350314,-1550520.3977710009
212,0.654335,5.7,0.0,0.0,0.0
213,0.654046,5.0,3679998.38080071,131652.86207274,-3548345.51872797
214,0.649628,5.7,0.0,0.0,0.0
215,0.644786,4.2,0.0,0.0,0.0
216,0.640151,7.3,0.0,0.0,0.0
217,0.638556999999999,4.7,0.0,0.0,0.0
218,0.633608,5.0,0.0,0.0,0.0
219,0.629560999999999,5.9,0.0,0.0,0.0
220,0.607124,5.1,0.0,7391.27674783823,7391.27674783823
221,0.606113,5.3,0.0,0.0,0.0
222,0.604928,3.6,0.0,0.0,0.0
223,0.602165,5.4,7359996.76160142,33111785.4708143,25751788.709212877
224,0.599751,5.2,0.0,0.0,0.0
225,0.599655,4.9,3035998.66416058,58981843.8079887,55945845.143828124
226,0.589472,6.8,0.0,0.0,0.0
227,0.586735,5.4,7359996.76160142,0.0,-7359996.76160142
228,0.584363,7.8,0.0,0.0,0.0
229,0.577814,4.9,32199985.8320062,13276746.9182313,-18923238.9137749
230,0.570743999999999,5.7,1839999.19040035,41796.5016095392,-1798202.6887908108
231,0.569443,7.5,0.0,0.0,0.0
232,0.561032,5.7,0.0,0.0,0.0
233,0.560743999999999,5.9,6439997.16640124,0.0,-6439997.16640124
234,0.560423,5.9,11039995.1424021,0.0,-11039995.1424021
235,0.553238,7.4,0.0,42053235.7765762,42053235.7765762
236,0.548586999999999,5.4,0.0,0.0,0.0
237,0.547827,6.0,0.0,0.0,0.0
238,0.546458,4.9,2759998.78560053,0.0,-2759998.78560053
239,0.542568,5.7,5519997.57120106,0.0,-5519997.57120106
240,0.5327,4.1,0.0,0.0,0.0
241,0.532239,5.9,0.0,0.0,0.0
242,0.532205,5.0,91999.9595200178,39251239.9294544,39159239.96993438
243,0.52985,4.8,0.0,0.0,0.0
244,0.527957,5.0,0.0,0.0,0.0
245,0.526642,6.9,0.0,0.0,0.0
246,0.524315,5.4,9199995.95200178,3068131.49002214,-6131864.461979641
247,0.52025,6.8,0.0,0.0,0.0
248,0.516954,5.1,0.0,0.0,0.0
249,0.515401,5.5,0.0,0.0,0.0
250,0.514735,6.2,0.0,1137205.97962936,1137205.97962936
251,0.513386,4.0,0.0,0.0,0.0
252,0.50732,4.1,0.0,0.0,0.0
253,0.504827999999999,5.0,0.0,0.0,0.0
254,0.502489,6.5,0.0,0.0,0.0
255,0.497265,4.3,0.0,145146.496135541,145146.496135541
256,0.486351,4.9,19319991.4992037,0.0,-19319991.4992037
257,0.482422,4.7,0.0,0.0,0.0
258,0.47784,6.8,0.0,0.0,0.0
259,0.476341,7.6,0.0,0.0,0.0
260,0.475473,6.6,0.0,0.0,0.0
261,0.474788,5.8,0.0,0.0,0.0
262,0.474626,5.6,0.0,0.0,0.0
263,0.473344,4.5,0.0,0.0,0.0
264,0.471393,7.5,0.0,0.0,0.0
265,0.471091,4.4,18399991.9040035,0.0,-18399991.9040035
266,0.470991,6.0,0.0,0.0,0.0
267,0.470124,5.9,0.0,0.0,0.0
268,0.467556,5.8,4875997.85456094,0.0,-4875997.85456094
269,0.465707,6.1,0.0,12515171.2533246,12515171.2533246
270,0.46209,6.7,8279996.3568016,19845485.1479865,11565488.791184902
271,0.459597,4.9,0.0,0.0,0.0
272,0.454151,6.5,0.0,0.0,0.0
273,0.452939,6.9,0.0,0.0,0.0
274,0.450872,5.6,11959994.7376023,1515044.29338051,-10444950.444221789
275,0.45016,5.7,0.0,291154.11189219,291154.11189219
276,0.444265,6.0,0.0,0.0,0.0
277,0.444193,4.1,0.0,0.0,0.0
278,0.443525,6.1,0.0,0.0,0.0
279,0.442835,7.3,0.0,0.0,0.0
280,0.442427,5.9,0.0,3023530.82964643,3023530.82964643
281,0.442067,5.2,0.0,0.0,0.0
282,0.441882,6.6,0.0,0.0,0.0
283,0.441402,6.3,0.0,0.0,0.0
284,0.439597999999999,5.4,0.0,0.0,0.0
285,0.438409,5.5,0.0,0.0,0.0
286,0.437088,3.5,0.0,0.0,0.0
287,0.435582,5.7,4599997.97600089,2146988.33532513,-2453009.6406757603
288,0.433072999999999,4.8,0.0,0.0,0.0
289,0.429892,5.0,9199995.95200178,0.0,-9199995.95200178
290,0.427116,7.2,0.0,0.0,0.0
291,0.424813,7.5,5519997.57120106,83514.8032534865,-5436482.767947573
292,0.423161,5.6,0.0,0.0,0.0
293,0.42179,7.1,0.0,0.0,0.0
294,0.429756,5.3,0.0,4144.5981763768,4144.5981763768
295,0.417191,6.3,0.0,0.0,0.0
296,0.415041,5.5,0.0,0.0,0.0
297,0.414913,5.0,2759998.78560053,3116038.628943,356039.84334247
298,0.370258,4.7,0.0,0.0,0.0
299,0.412877,5.7,0.0,0.0,0.0
300,0.412503,5.8,919999.595200178,0.0,-919999.595200178
301,0.409698,4.4,0.0,0.0,0.0
302,0.405095,6.2,0.0,0.0,0.0
303,0.404511,3.8,0.0,0.0,0.0
304,0.402236,4.2,411721.898842364,709611.327771015,297889.428928651
305,0.250209,5.9,0.0,0.0,0.0
306,0.399947,6.2,0.0,209885.027650587,209885.027650587
307,0.398982,6.1,0.0,0.0,0.0
308,0.396791,6.8,0.0,763718.343963928,763718.343963928
309,0.394466,5.7,1793999.21064034,0.0,-1793999.21064034
310,0.393642,5.3,0.0,0.0,0.0
311,0.393566,4.4,919999.595200178,0.0,-919999.595200178
312,0.391326,5.4,0.0,0.0,0.0
313,0.386529,3.5,0.0,0.0,0.0
314,0.383406,6.5,0.0,45972.3797721529,45972.3797721529
315,0.383183,4.9,0.0,0.0,0.0
316,0.382997,5.5,0.0,0.0,0.0
317,0.712889999999999,7.0,0.0,0.0,0.0
318,0.378836,3.8,0.0,0.0,0.0
319,0.37668,3.3,0.0,0.0,0.0
320,0.411416,3.6,0.0,0.0,0.0
321,0.374853,5.9,0.0,0.0,0.0
322,0.372889,5.0,0.0,0.0,0.0
323,0.371145,6.1,0.0,0.0,0.0
324,0.370148,6.5,0.0,0.0,0.0
325,0.369529,4.4,4599997.97600089,0.0,-4599997.97600089
326,0.369108,3.7,0.0,0.0,0.0
327,0.36817,4.8,5519997.57120106,0.0,-5519997.57120106
328,0.367617,6.4,0.0,0.0,0.0
329,0.367434,5.8,0.0,0.0,0.0
330,0.36603,7.2,4047998.21888078,0.0,-4047998.21888078
331,0.365901,5.0,9199995.95200178,16074.2329273375,-9183921.719074443
332,0.329164,5.9,0.0,0.0,0.0
333,0.359826,5.4,0.0,0.0,0.0
334,0.357654,6.5,0.0,0.0,0.0
335,0.357614,7.8,0.0,0.0,0.0
336,0.357567,5.5,0.0,0.0,0.0
337,0.356519,4.9,0.0,0.0,0.0
338,0.354624,6.6,0.0,0.0,0.0
339,0.350858,6.3,0.0,0.0,0.0
340,0.350599,6.1,0.0,0.0,0.0
341,0.348306,6.3,0.0,15328184.095599,15328184.095599
342,0.347797,4.2,0.0,0.0,0.0
343,0.344994,5.9,0.0,0.0,0.0
344,0.344549,6.2,0.0,6853703.50437045,6853703.50437045
345,0.34253,5.6,0.0,0.0,0.0
346,0.574031,6.2,0.0,454945.319824059,454945.319824059
347,0.339297,5.9,0.0,0.0,0.0
348,0.511431,5.9,0.0,0.0,0.0
349,0.336453,5.1,0.0,0.0,0.0
350,0.336107,5.7,1839999.19040035,2577386.22595006,737387.03554971
351,0.335941,4.6,0.0,0.0,0.0
352,0.333656,4.7,0.0,0.0,0.0
353,0.332921,4.7,0.0,0.0,0.0
354,0.330968,5.6,0.0,65281.3312762142,65281.3312762142
355,0.330484,5.4,0.0,0.0,0.0
356,0.329776,6.1,0.0,0.0,0.0
357,0.329109,4.6,24839989.0704048,0.0,-24839989.0704048
358,0.327373,7.9,0.0,0.0,0.0
359,0.327066,4.2,0.0,0.0,0.0
360,0.32705,5.8,0.0,0.0,0.0
361,0.324666,4.0,0.0,0.0,0.0
362,0.324515,6.4,0.0,0.0,0.0
363,0.324,6.8,0.0,592072.179488241,592072.179488241
364,0.390188,6.1,0.0,0.0,0.0
365,0.322653,5.9,0.0,0.0,0.0
366,0.32264,5.3,0.0,0.0,0.0
367,0.30035,4.2,0.0,0.0,0.0
368,0.318459,5.7,0.0,0.0,0.0
369,0.315196,6.1,0.0,0.0,0.0
370,0.314198999999999,6.9,0.0,2147488.81510492,2147488.81510492
371,0.422901,6.9,0.0,0.0,0.0
372,0.307395,5.9,0.0,3171820.96439877,3171820.96439877
373,0.305916,5.8,0.0,0.0,0.0
374,0.302474,6.6,0.0,0.0,0.0
375,0.301343,4.5,0.0,0.0,0.0
376,0.300128,4.5,0.0,0.0,0.0
377,0.198522,8.0,0.0,0.0,0.0
378,0.299427,6.3,0.0,4088.47820106959,4088.47820106959
379,0.298861,6.3,0.0,0.0,0.0
380,0.298751,5.7,4599997.97600089,4455281.1196763,-144716.8563245898
381,0.298628,5.6,0.0,0.0,0.0
382,0.295946,5.7,0.0,0.0,0.0
383,0.404363,6.5,3219998.58320062,0.0,-3219998.58320062
384,0.26501,6.3,0.0,0.0,0.0
385,0.292437,4.1,0.0,0.0,0.0
386,0.291244,5.7,0.0,0.0,0.0
387,0.290424,5.8,0.0,0.0,0.0
388,0.289526,5.2,643999.716640124,0.0,-643999.716640124
389,0.288598,5.2,459999.797600089,0.0,-459999.797600089
390,0.309811,7.8,0.0,0.0,0.0
391,0.286266,6.4,0.0,0.0,0.0
392,0.28337,3.9,0.0,0.0,0.0
393,0.283194,5.7,1839999.19040035,0.0,-1839999.19040035
394,0.282237,4.1,0.0,0.0,0.0
395,0.280878,5.5,0.0,0.0,0.0
396,0.278583,5.8,0.0,0.0,0.0
397,0.277844,4.8,0.0,0.0,0.0
398,0.277613,3.9,0.0,0.0,0.0
399,0.277035,4.6,919999.595200178,0.0,-919999.595200178
400,0.272995,3.7,0.0,0.0,0.0
401,0.270842,7.1,0.0,0.0,0.0
402,0.270786,3.9,0.0,0.0,0.0
403,0.171829,4.9,0.0,0.0,0.0
404,0.264997,6.0,0.0,0.0,0.0
405,0.261932,6.1,0.0,0.0,0.0
406,0.261717,6.9,18399991.9040035,0.0,-18399991.9040035
407,0.260045,3.9,0.0,0.0,0.0
408,0.202673,5.3,0.0,0.0,0.0
409,0.259794,5.6,551999.757120106,6520452.97100069,5968453.213880584
410,0.097514,5.6,0.0,0.0,0.0
411,0.256542,5.3,0.0,0.0,0.0
412,0.256286,4.6,0.0,0.0,0.0
413,0.255458,5.4,0.0,0.0,0.0
414,0.250866,7.2,0.0,0.0,0.0
415,0.249595,7.7,0.0,0.0,0.0
416,0.248964,4.4,0.0,0.0,0.0
417,0.24828,5.4,6899996.96400133,0.0,-6899996.96400133
418,0.247595,6.4,0.0,0.0,0.0
419,0.247589,4.8,0.0,0.0,0.0
420,0.247426,5.3,0.0,2431466.01015495,2431466.01015495
421,0.246609,5.0,0.0,0.0,0.0
422,0.245948,7.4,0.0,0.0,0.0
423,0.24495,6.4,0.0,0.0,0.0
424,0.244648,6.1,0.0,0.0,0.0
425,0.243691,6.4,0.0,0.0,0.0
426,0.243321,7.2,1379999.39280026,0.0,-1379999.39280026
427,0.242078,4.4,1379999.39280026,0.0,-1379999.39280026
428,0.242,5.6,0.0,0.0,0.0
429,0.241284,5.8,0.0,0.0,0.0
430,0.239558,5.1,0.0,0.0,0.0
431,0.239496,5.0,0.0,0.0,0.0
432,0.154846,5.1,0.0,0.0,0.0
433,0.236709,5.6,0.0,0.0,0.0
434,0.232354,6.3,0.0,148874.334495292,148874.334495292
435,0.231337,7.0,0.0,0.0,0.0
436,0.22758,7.7,0.0,0.0,0.0
437,0.22537,6.1,0.0,0.0,0.0
438,0.224797,6.2,0.0,0.0,0.0
439,0.222636,6.6,0.0,0.0,0.0
440,0.221502,6.8,0.0,0.0,0.0
441,0.220751,8.2,0.0,0.0,0.0
442,0.133808999999999,6.1,0.0,0.0,0.0
443,0.219603,6.2,0.0,27967.9876940854,27967.9876940854
444,0.218787,5.6,0.0,0.0,0.0
445,0.218528,5.0,0.0,0.0,0.0
446,0.21789,4.3,0.0,0.0,0.0
447,0.355707,7.0,0.0,0.0,0.0
448,0.217288,5.8,0.0,0.0,0.0
449,0.215864,5.0,0.0,0.0,0.0
450,0.215386,5.5,0.0,0.0,0.0
451,0.214563,3.3,0.0,0.0,0.0
452,0.212872,2.6,0.0,0.0,0.0
453,0.21254,6.2,0.0,0.0,0.0
454,0.211768,4.9,0.0,0.0,0.0
455,0.209036,7.6,0.0,0.0,0.0
456,0.208491,7.7,0.0,0.0,0.0
457,0.230913,4.9,0.0,0.0,0.0
458,0.207366,6.4,0.0,0.0,0.0
459,0.207133,6.9,0.0,0.0,0.0
460,0.206155,6.5,597999.736880115,0.0,-597999.736880115
461,0.205318,6.7,0.0,0.0,0.0
462,0.204356,4.0,0.0,0.0,0.0
463,0.203224,6.0,0.0,0.0,0.0
464,0.299226,5.0,0.0,0.0,0.0
465,0.201696,7.8,0.0,0.0,0.0
466,0.260306,4.0,0.0,0.0,0.0
467,0.335255,5.9,0.0,1011999.55472019,1011999.55472019
468,0.19957,4.7,2299998.98800044,0.0,-2299998.98800044
469,0.198261,5.3,0.0,0.0,0.0
470,0.197788,5.5,0.0,0.0,0.0
471,0.197239,6.4,0.0,0.0,0.0
472,0.195324,5.3,0.0,0.0,0.0
473,0.253157,5.5,0.0,0.0,0.0
474,0.193323,5.1,0.0,96146.397695585,96146.397695585
475,0.193063,4.8,0.0,0.0,0.0
476,0.19254,5.3,0.0,0.0,0.0
477,0.191534,7.0,0.0,0.0,0.0
478,0.189135,5.0,0.0,0.0,0.0
479,0.28365,5.2,0.0,0.0,0.0
480,0.270408,4.0,0.0,0.0,0.0
481,0.334085,3.1,0.0,0.0,0.0
482,0.13631,4.7,8739996.15440169,0.0,-8739996.15440169
483,0.181987,5.4,0.0,0.0,0.0
484,0.179636,4.6,0.0,0.0,0.0
485,0.087904,7.4,2759998.78560053,0.0,-2759998.78560053
486,0.176744,5.4,0.0,0.0,0.0
487,0.176463,4.2,0.0,0.0,0.0
488,0.253949,6.9,3127998.6236806,0.0,-3127998.6236806
489,0.172245,6.2,0.0,6367.31719838043,6367.31719838043
